sector,site,stack,ktCO2f,ktCO2cem,ktCO2pl,ktCO2b,MAC,CAPEX,OPEX,invested,year_invest,ktCO2f_inc,ktCO2f_ccs,ktCO2cem_ccs,ktCO2pl_ccs,ktCO2b_ccs,ktCO2tot_ccs,ktCO2f_res,ktCO2cem_res,ktCO2pl_res
waste,Four Ashes,Four Ashes-waste,0.0,0.0,150.8367,173.54329999999996,130.4195393930114,128.90644513879502,85.63502268553724,False,,0.0,0.0,0.0,143.294865,164.86613499999996,308.16099999999994,0.0,0.0,7.541835000000007
refinery,Stanlow Refinery,Stanlow Refinery-distillation,432.58627898858936,0.0,0.0,0.0,130.98686023006377,189.54262269089548,97.12563915611389,False,,99.64155055097216,505.6164380625834,0.0,0.0,0.0,505.6164380625834,26.6113914769781,0.0,0.0
refinery,South Killingholme,South Killingholme-distillation,467.7147369753605,0.0,0.0,0.0,131.9637516019916,201.6605888200734,98.64348661691909,False,,107.73300927788867,546.6753589405868,0.0,0.0,0.0,546.6753589405868,28.772387312662485,0.0,0.0
waste,Hanford,Hanford-waste,0.0,0.0,84.3045,96.99549999999999,132.77187950524694,83.88940051657167,81.7769530650339,False,,0.0,0.0,0.0,80.089275,92.14572499999998,172.23499999999999,0.0,0.0,4.215225000000004
waste,North Hykeham,North Hykeham-waste,0.0,0.0,80.6589,92.80109999999999,133.14941118658498,81.28457886587542,81.59382856017854,False,,0.0,0.0,0.0,76.625955,88.16104499999999,164.78699999999998,0.0,0.0,4.032945000000003
steel,Scunthorpe Sinter,Scunthorpe Sinter-sinter,666.9501546120001,0.0,0.0,0.0,134.43060184837375,287.11454003328015,101.16232716022444,False,,153.6247236068791,779.5461343079352,0.0,0.0,0.0,779.5461343079352,41.028743910943994,0.0,0.0
waste,Sheffield,Sheffield-waste,0.0,0.0,105.2667,121.11329999999998,136.72287433363084,98.54114390668681,88.33502561727477,False,,0.0,0.0,0.0,100.003365,115.05763499999998,215.06099999999998,0.0,0.0,5.263335000000005
waste,Riverside,Riverside-waste,0.0,0.0,360.003,414.1969999999999,136.84841535537097,254.1948905263453,98.63028003288827,False,,0.0,0.0,0.0,342.00284999999997,393.4871499999999,735.4899999999998,0.0,0.0,18.000150000000016
waste,Newhurst,Newhurst-waste,0.0,0.0,135.79860000000002,156.2414,138.47464236847972,119.07480645554367,92.70686938894687,False,,0.0,0.0,0.0,129.00867000000002,148.42933,277.438,0.0,0.0,6.789930000000007
refinery,Eastham,Eastham-scattered,233.42847042583077,0.0,0.0,0.0,139.30900070021667,125.32586566501335,97.81786156247966,False,,53.76771262914942,272.8363739022312,0.0,0.0,0.0,272.8363739022312,14.35980915274902,0.0,0.0
waste,Eastcroft,Eastcroft-waste,0.0,0.0,84.76020000000001,97.51979999999999,140.25924168169243,84.21371433011103,89.33167851145659,False,,0.0,0.0,0.0,80.52219000000001,92.64380999999999,173.166,0.0,0.0,4.2380100000000045
waste,Leeds,Leeds-waste,0.0,0.0,81.11460000000001,93.32539999999999,140.30182888537666,81.61120127375732,88.81852851460756,False,,0.0,0.0,0.0,77.05887,88.65912999999999,165.718,0.0,0.0,4.055730000000004
waste,Kirklees,Kirklees-waste,0.0,0.0,60.15240000000001,69.2076,141.55957416566096,66.24469262133405,85.869056544192,False,,0.0,0.0,0.0,57.144780000000004,65.74722,122.892,0.0,0.0,3.007620000000003
waste,Edmonton,Edmonton-waste,0.0,0.0,220.55880000000002,253.76119999999995,143.3327534394866,172.67335080888338,101.71912012874503,False,,0.0,0.0,0.0,209.53086000000002,241.07313999999994,450.6039999999999,0.0,0.0,11.027940000000012
refinery,Eastham,Eastham-distillation,144.19542632952977,0.0,0.0,0.0,143.64281969919637,82.26000205017138,99.55631173459672,False,,33.21385018365738,168.5388126875278,0.0,0.0,0.0,168.5388126875278,8.870463825659366,0.0,0.0
waste,SELCHP,SELCHP-waste,0.0,0.0,178.17870000000002,205.0013,144.74560793115614,146.39217674837477,101.42038029799866,False,,0.0,0.0,0.0,169.269765,194.75123499999998,364.02099999999996,0.0,0.0,8.908935000000008
waste,Kemsley,Kemsley-waste,0.0,0.0,257.9262,296.75379999999996,145.77833727222853,195.1724291283144,105.3227028674361,False,,0.0,0.0,0.0,245.02989,281.91610999999995,526.9459999999999,0.0,0.0,12.89631000000001
waste,Dunbar,Dunbar-waste,0.0,0.0,162.22920000000002,186.65079999999998,145.90707371172022,136.24937182787087,101.77478281443692,False,,0.0,0.0,0.0,154.11774,177.31825999999998,331.436,0.0,0.0,8.111460000000008
waste,Allington,Allington-waste,0.0,0.0,213.26760000000002,245.37239999999994,145.9954870061654,168.21433791814312,104.12288198124605,False,,0.0,0.0,0.0,202.60422,233.10377999999994,435.70799999999997,0.0,0.0,10.66338000000001
refinery,Pembroke Refinery,Pembroke Refinery-HPU,229.2879267843512,0.0,0.0,0.0,148.09632927952816,76.47877446691088,109.38218178640994,False,,0.0,217.82353044513366,0.0,0.0,0.0,217.82353044513366,11.46439633921757,0.0,0.0
waste,Baldovie,Baldovie-waste,0.0,0.0,85.67160000000001,98.5684,148.4545335291684,84.86150241026499,97.65998027304218,False,,0.0,0.0,0.0,81.38802000000001,93.63998,175.02800000000002,0.0,0.0,4.283580000000004
waste,Beddington Lane,Beddington Lane-waste,0.0,0.0,150.8367,173.54329999999996,148.62855815217966,128.90644513879502,103.8440414447055,False,,0.0,0.0,0.0,143.294865,164.86613499999996,308.16099999999994,0.0,0.0,7.541835000000007
waste,Lakeside,Lakeside-waste,0.0,0.0,188.2041,216.53589999999997,150.13728626475626,152.69238230053853,107.26702394015919,False,,0.0,0.0,0.0,178.793895,205.70910499999997,384.50299999999993,0.0,0.0,9.410205000000008
waste,Belfast ACT,Belfast ACT-waste,0.0,0.0,51.0384,58.721599999999995,151.35780032260126,59.304562384855856,92.98451777624769,False,,0.0,0.0,0.0,48.48648,55.78551999999999,104.27199999999999,0.0,0.0,2.5519200000000026
refinery,Pembroke Refinery,Pembroke Refinery-FCC,476.0216740849028,0.0,0.0,0.0,151.3742905111336,143.84059755464995,115.64346792716009,False,,0.0,452.22059038065765,0.0,0.0,0.0,452.22059038065765,23.801083704245162,0.0,0.0
cement,Hope Cement Works,Hope Cement Works-cement,422.51624092080004,633.7743613812,0.0,0.0,151.98156408052057,527.284923759428,112.99314553641528,False,,0.0,401.39042887476,602.0856433121401,0.0,485.4375340089516,1488.9136061958516,21.12581204604002,31.68871806906003,0.0
cement,Ribblesdale,Ribblesdale-cement,205.37719242,308.06578863,0.0,0.0,152.56777458558508,283.47389775210286,110.18827501668548,False,,0.0,195.10833279899998,292.6624991985,0.0,235.9620487316011,723.732880729101,10.26885962100001,15.403289431500014,0.0
cement,Tunstead Cement,Tunstead Cement-cement,261.65017993200007,392.475269898,0.0,0.0,153.1273663589822,348.51001927705227,111.98567332105719,False,,0.0,248.56767093540006,372.8515064031,0.0,300.6152327834358,922.0344101219358,13.082508996600016,19.623763494900018,0.0
cement,Cauldon Cement,Cauldon Cement-cement,214.86552574800004,322.29828862200003,0.0,0.0,154.95902451853064,294.56022537599245,112.8193134661632,False,,0.0,204.12224946060002,306.1833741909,0.0,246.86338857728688,757.1690122287869,10.743276287400011,16.114914431100015,0.0
waste,Severnside,Severnside-waste,0.0,0.0,182.7357,210.24429999999998,156.01090066844927,149.26279131748132,112.89699828902175,False,,0.0,0.0,0.0,173.598915,199.73208499999998,373.331,0.0,0.0,9.136785000000009
waste,Avonmouth,Avonmouth-waste,0.0,0.0,178.17870000000002,205.0013,156.11091065413086,146.39217674837477,112.78568302097341,False,,0.0,0.0,0.0,169.269765,194.75123499999998,364.02099999999996,0.0,0.0,8.908935000000008
waste,Millerhill,Millerhill-waste,0.0,0.0,74.27910000000001,85.4609,158.0672185876345,76.6797486180215,105.42567650236197,False,,0.0,0.0,0.0,70.56514500000002,81.18785499999998,151.753,0.0,0.0,3.713955000000004
waste,Rookery South C,Rookery South C-waste,0.0,0.0,268.86300000000006,309.337,158.68941034399134,201.6552611031523,118.52862717887223,False,,0.0,0.0,0.0,255.41985000000005,293.87014999999997,549.29,0.0,0.0,13.443150000000015
cement,Ketton,Ketton-cement,267.5706697176,401.3560045764,0.0,0.0,159.4441423404915,355.26080105675084,118.41119137042978,False,,0.0,254.19213623172,381.28820434757995,0.0,307.4174043529438,942.8977449322438,13.378533485880013,20.067800228820015,0.0
waste,Trident Park,Trident Park-waste,0.0,0.0,187.2927,215.48729999999995,160.75694557377716,152.12190942748836,117.84679885368122,False,,0.0,0.0,0.0,177.92806499999998,204.71293499999993,382.6409999999999,0.0,0.0,9.364635000000009
waste,Greatmoor,Greatmoor-waste,0.0,0.0,125.77320000000002,144.7068,167.5094653997095,112.4234344396436,120.98964157982388,False,,0.0,0.0,0.0,119.48454000000001,137.47145999999998,256.956,0.0,0.0,6.288660000000006
waste,Ardley,Ardley-waste,0.0,0.0,154.93800000000002,178.26199999999997,168.1586907692911,131.55984620479674,123.6171862506809,False,,0.0,0.0,0.0,147.1911,169.34889999999996,316.53999999999996,0.0,0.0,7.746900000000008
waste,Newhaven,Newhaven-waste,0.0,0.0,96.6084,111.15159999999997,168.44731791584715,92.55220700261526,119.09100462868264,False,,0.0,0.0,0.0,91.77798,105.59401999999997,197.37199999999996,0.0,0.0,4.830420000000005
waste,Glasgow ACT,Glasgow ACT-waste,0.0,0.0,63.797999999999995,73.40199999999999,171.14386310555946,68.97214489726473,116.34551039683024,False,,0.0,0.0,0.0,60.60809999999999,69.73189999999998,130.33999999999997,0.0,0.0,3.1899000000000024
cement,Dunbar Works,Dunbar Works-cement,177.28624765680001,265.92937148519997,0.0,0.0,173.737003751345,250.31866411095143,130.54530174895478,False,,0.0,168.42193527396,252.63290291093995,0.0,203.68778887330234,624.7426270582023,8.864312382840009,13.29646857426001,0.0
waste,Javelin Park,Javelin Park-waste,0.0,0.0,85.67160000000001,98.5684,175.18599154246778,84.86150241026499,124.39143828634155,False,,0.0,0.0,0.0,81.38802000000001,93.63998,175.02800000000002,0.0,0.0,4.283580000000004
waste,Portsmouth,Portsmouth-waste,0.0,0.0,86.583,99.61699999999998,175.97266522203847,85.50818259606775,125.3088874049134,False,,0.0,0.0,0.0,82.25385,94.63614999999997,176.89,0.0,0.0,4.329150000000004
refinery,Pembroke Refinery,Pembroke Refinery-scattered,899.705886621204,0.0,0.0,0.0,176.8670810085517,366.448728403,138.39096576685648,False,,207.23747824913937,1051.5961966268262,0.0,0.0,0.0,1051.5961966268262,55.347168243517224,0.0,0.0
refinery,Pembroke Refinery,Pembroke Refinery-distillation,555.7739964446772,0.0,0.0,0.0,177.6302393760567,231.45965874045487,138.44582916053616,False,,128.01650318437143,649.6009746475963,0.0,0.0,0.0,649.6009746475963,34.18952498145247,0.0,0.0
waste,Chineham,Chineham-waste,0.0,0.0,46.9371,54.00289999999999,181.02636067274338,56.117764816517806,121.16596941238507,False,,0.0,0.0,0.0,44.590244999999996,51.30275499999999,95.89299999999999,0.0,0.0,2.346855000000002
refinery,Fawley Refinery,Fawley Refinery-HPU,303.8586137113731,0.0,0.0,0.0,182.44370945583182,93.56924721246044,146.164800281706,False,,0.0,288.6656830258044,0.0,0.0,0.0,288.6656830258044,15.192930685568669,0.0,0.0
waste,Cornwall,Cornwall-waste,0.0,0.0,108.9123,125.30769999999998,182.49138958509496,101.03879039935181,134.4749960979064,False,,0.0,0.0,0.0,103.466685,119.04231499999997,222.50899999999996,0.0,0.0,5.4456150000000045
waste,Devonport,Devonport-waste,0.0,0.0,117.1149,134.74509999999998,183.3046154322061,106.6101979422317,136.0576760345306,False,,0.0,0.0,0.0,111.259155,128.00784499999997,239.267,0.0,0.0,5.855745000000005
waste,Tyseley,Tyseley-waste,0.0,0.0,165.41910000000001,190.32089999999997,183.51851944022394,138.2903072061558,139.55678437502422,False,,0.0,0.0,0.0,157.148145,180.80485499999995,337.953,0.0,0.0,8.270955000000008
waste,Hartlebury,Hartlebury-waste,0.0,0.0,95.69700000000002,110.103,185.18372394171465,91.9168831850519,135.7175408286107,False,,0.0,0.0,0.0,90.91215000000001,104.59785,195.51,0.0,0.0,4.784850000000005
refinery,Fawley Refinery,Fawley Refinery-FCC,630.8369045529593,0.0,0.0,0.0,186.46413381689982,178.88469556879195,152.50230150590596,False,,0.0,599.2950593253113,0.0,0.0,0.0,599.2950593253113,31.54184522764799,0.0,0.0
waste,Coventry,Coventry-waste,0.0,0.0,133.0644,153.0956,186.99642160761925,117.26887953966045,141.0320965639376,False,,0.0,0.0,0.0,126.41118,145.44081999999997,271.852,0.0,0.0,6.653220000000006
waste,Marchwood,Marchwood-waste,0.0,0.0,95.2413,109.57869999999998,187.4190384660124,91.59885658114933,137.8973011981567,False,,0.0,0.0,0.0,90.47923499999999,104.09976499999998,194.57899999999995,0.0,0.0,4.762065000000004
cement,Aberthaw,Aberthaw-cement,142.97542054032002,214.46313081048,0.0,0.0,193.3619018536247,209.0340254329667,148.8864891446997,False,,0.0,135.826649513304,203.739974269956,0.0,164.26737921299394,503.83400299625396,7.148771027016007,10.72315654052401,0.0
drax,Drax Power Station,Drax-power,0.0,0.0,0.0,11500.0,195.20634803334093,3882.9383123702896,156.10258361850939,False,,0.0,0.0,0.0,0.0,10925.0,10925.0,0.0,0.0,0.0
ccgt,Saltend,Saltend-ccgt,2294.461504098,0.0,0.0,0.0,206.3968438832114,1635.5707638476717,138.61991715301943,False,,0.0,2179.7384288931003,0.0,0.0,0.0,2179.7384288931003,114.72307520490011,0.0,0.0
ccgt,Immingham,Immingham-ccgt,2293.466727078,0.0,0.0,0.0,210.198520824441,1728.091275527169,138.55654697886752,False,,0.0,2178.7933907241,0.0,0.0,0.0,2178.7933907241,114.67333635390011,0.0,0.0
cement,New Rugby,New Rugby-cement,364.7171413056,547.0757119584,0.0,0.0,210.37963492035703,464.0396142422833,170.76671343419952,False,,0.0,346.48128424032,519.72192636048,0.0,419.03096860925655,1285.2341792100565,18.23585706528002,27.353785597920023,0.0
refinery,Fawley Refinery,Fawley Refinery-scattered,1192.3147777152792,0.0,0.0,0.0,212.22948196859204,461.9179205250837,175.29013285864818,False,,274.6367579530231,1393.603958884887,0.0,0.0,0.0,1393.603958884887,73.34757678341518,0.0,0.0
refinery,Fawley Refinery,Fawley Refinery-distillation,736.5268571482195,0.0,0.0,0.0,212.8060601155334,290.5324960782511,175.32187451240964,False,,169.65096128400043,860.8689275106091,0.0,0.0,0.0,860.8689275106091,45.308890921611045,0.0,0.0
ccgt,Carrington CCGT,Carrington CCGT-ccgt,1761.6960277500002,0.0,0.0,0.0,226.79127371256982,1208.7618637938656,154.5529063993182,False,,0.0,1673.6112263625,0.0,0.0,0.0,1673.6112263625,88.0848013875001,0.0,0.0
ccgt,Staythorpe Power Station,Staythorpe Power Station-ccgt,3574.179279096,0.0,0.0,0.0,235.43352479594802,2484.570783222344,162.3385638497212,False,,0.0,3395.4703151411995,0.0,0.0,0.0,3395.4703151411995,178.70896395480014,0.0,0.0
ccgt,Great Yarmouth Power Station,Great Yarmouth Power Station-ccgt,596.2897949400001,0.0,0.0,0.0,237.56032685329671,603.9440042685419,141.2589256066851,False,,0.0,566.475305193,0.0,0.0,0.0,566.475305193,29.81448974700003,0.0,0.0
ccgt,Pembroke Power Station,Pembroke Power Station-ccgt,5291.35873746,0.0,0.0,0.0,240.6355417681919,3020.3671331842743,179.36229056039377,False,,0.0,5026.7908005869995,0.0,0.0,0.0,5026.7908005869995,264.56793687300024,0.0,0.0
ccgt,West Burton B CCGT Power Station,West Burton B CCGT Power Station-ccgt,2345.307607212,0.0,0.0,0.0,240.93216198295204,1842.6283635410857,159.23033064072658,False,,0.0,2228.0422268514003,0.0,0.0,0.0,2228.0422268514003,117.26538036060012,0.0,0.0
ccgt,Keadby,Keadby-ccgt,1190.6262548340003,0.0,0.0,0.0,247.09504367150566,1031.0522995773092,157.7573782021376,False,,0.0,1131.0949420923002,0.0,0.0,0.0,1131.0949420923002,59.53131274170007,0.0,0.0
ccgt,Kings Lynn Power Station,Kings Lynn Power Station-ccgt,639.545885214,0.0,0.0,0.0,250.5642824832958,570.8959788434059,158.68951763205874,False,,0.0,607.5685909533,0.0,0.0,0.0,607.5685909533,31.977294260700027,0.0,0.0
ccgt,Enfield Power Station,Enfield Power Station-ccgt,848.83069347,0.0,0.0,0.0,251.74393581961198,588.2451307246534,178.8522566896675,False,,0.0,806.3891587964999,0.0,0.0,0.0,806.3891587964999,42.44153467350004,0.0,0.0
ccgt,Ballylumford,Ballylumford-ccgt,1098.127578816,0.0,0.0,0.0,255.53970306816987,853.2511296184686,174.66131990522985,False,,0.0,1043.2211998752,0.0,0.0,0.0,1043.2211998752,54.90637894080005,0.0,0.0
ccgt,Peterhead Power Station,Peterhead Power Station-ccgt,1350.895101984,0.0,0.0,0.0,257.92640514799587,1613.0182545226248,144.39631978817994,False,,0.0,1283.3503468847998,0.0,0.0,0.0,1283.3503468847998,67.54475509920006,0.0,0.0
ccgt,Spalding,Spalding-ccgt,1402.98969039,0.0,0.0,0.0,260.426060245126,1319.1780922374478,164.025084318538,False,,0.0,1332.8402058705,0.0,0.0,0.0,1332.8402058705,70.14948451950006,0.0,0.0
ccgt,South Humber,South Humber-ccgt,1489.909669968,0.0,0.0,0.0,261.51548158819537,1884.9009789085867,141.2275906647426,False,,0.0,1415.4141864695998,0.0,0.0,0.0,1415.4141864695998,74.49548349840006,0.0,0.0
ccgt,Coolkeeragh,Coolkeeragh-ccgt,760.2091978259999,0.0,0.0,0.0,261.6097556456936,594.8206950274972,180.21432546720143,False,,0.0,722.1987379346999,0.0,0.0,0.0,722.1987379346999,38.01045989130003,0.0,0.0
ccgt,Kilroot,Kilroot-ccgt,1115.515014546,0.0,0.0,0.0,263.2215240113279,985.0287398399468,172.26261416808256,False,,0.0,1059.7392638187,0.0,0.0,0.0,1059.7392638187,55.77575072730005,0.0,0.0
ccgt,Connahs Quay Power Station,Connahs Quay Power Station-ccgt,1371.528675894,0.0,0.0,0.0,271.24359834874326,1903.5636820273733,139.2794901534208,False,,0.0,1302.9522420992998,0.0,0.0,0.0,1302.9522420992998,68.57643379470005,0.0,0.0
ccgt,Cottam Development Centre,Cottam Development Centre-ccgt,579.25373385,0.0,0.0,0.0,274.6438524762603,648.3207697727769,161.22602165847354,False,,0.0,550.2910471575,0.0,0.0,0.0,550.2910471575,28.962686692500025,0.0,0.0
ccgt,Marchwood  Power  Station,Marchwood  Power  Station-ccgt,1911.319309962,0.0,0.0,0.0,282.9639144121645,1224.4802600349149,215.05065345489794,False,,0.0,1815.7533444639,0.0,0.0,0.0,1815.7533444639,95.56596549810008,0.0,0.0
ccgt,Didcot B,Didcot B-ccgt,2803.31215761,0.0,0.0,0.0,287.83134729790913,1987.252998795961,213.42900179549824,False,,0.0,2663.1465497295003,0.0,0.0,0.0,2663.1465497295003,140.16560788050015,0.0,0.0
ccgt,Damhead Creek Power Station,Damhead Creek Power Station-ccgt,1025.0580541560005,0.0,0.0,0.0,292.5113696296034,1117.3353186921076,181.8711383020121,False,,0.0,973.8051514482004,0.0,0.0,0.0,973.8051514482004,51.25290270780007,0.0,0.0
ccgt,Seabank,Seabank-ccgt,1712.020816098,0.0,0.0,0.0,292.83677622251656,1696.2760448728666,191.63029180309078,False,,0.0,1626.4197752931,0.0,0.0,0.0,1626.4197752931,85.60104080490008,0.0,0.0
ccgt,Shoreham Power Station,Shoreham Power Station-ccgt,614.802741792,0.0,0.0,0.0,298.37237538815083,603.9440042685419,197.97080298396622,False,,0.0,584.0626047024,0.0,0.0,0.0,584.0626047024,30.740137089600026,0.0,0.0
ccgt,Grain CCGT,Grain CCGT-ccgt,1642.807148286,0.0,0.0,0.0,309.1951455908194,2063.434704444096,182.76953902514518,False,,0.0,1560.6667908717,0.0,0.0,0.0,1560.6667908717,82.14035741430007,0.0,0.0
ccgt,Little Barford,Little Barford-ccgt,922.370416134,0.0,0.0,0.0,312.72873110162294,1031.0522995773092,199.4445479201381,False,,0.0,876.2518953273,0.0,0.0,0.0,876.2518953273,46.11852080670004,0.0,0.0
ccgt,Fellside CHP Plant,Fellside CHP Plant-ccgt,155.6532535776,0.0,0.0,0.0,323.13587113754625,240.22127075085774,169.39652955477618,False,,0.0,147.87059089872,0.0,0.0,0.0,147.87059089872,7.782662678880007,0.0,0.0
ccgt,Langage Energy Centre,Langage Energy Centre-ccgt,1157.633406996,0.0,0.0,0.0,333.1414539925751,1232.2926416751325,224.92849701257134,False,,0.0,1099.7517366462,0.0,0.0,0.0,1099.7517366462,57.88167034980005,0.0,0.0
ccgt,Medway,Medway-ccgt,644.05898949,0.0,0.0,0.0,349.57766328248346,1056.3657549722413,186.62888503535373,False,,0.0,611.8560400155,0.0,0.0,0.0,611.8560400155,32.20294947450003,0.0,0.0
ccgt,Rocksavage,Rocksavage-ccgt,481.80682494,0.0,0.0,0.0,370.7770508622134,1123.2806320149182,149.10617759366158,False,,0.0,457.716483693,0.0,0.0,0.0,457.716483693,24.090341247000023,0.0,0.0
ccgt,Coryton,Coryton-ccgt,538.75672506,0.0,0.0,0.0,390.49174829220146,1111.3650733063816,187.3557325277716,False,,0.0,511.818888807,0.0,0.0,0.0,511.818888807,26.937836253000025,0.0,0.0
ccgt,Rye House,Rye House-ccgt,483.424019364,0.0,0.0,0.0,393.5393696592259,1005.0604284390148,188.86186130615755,False,,0.0,459.2528183958,0.0,0.0,0.0,459.2528183958,24.171200968200022,0.0,0.0
