E,g,gamma,m,scenario,policy,model
337.0813131991404,0.2009157995327958,397.9212166395716,0.6403232135754942,133,None,CBAM
49.88844840703586,0.6645772466584682,54.34123009760348,0.5394600960044583,134,None,CBAM
107.76457642391391,0.43630237251445897,374.6257915285871,0.04923297857006386,135,None,CBAM
287.8432522100409,0.8972679327424056,310.87309055850295,0.16930785178114593,136,None,CBAM
1.3884171287738747,0.7699390560625005,229.37952198362845,0.691273727902114,137,None,CBAM
190.29400216833247,0.1263276496123994,319.23286310429035,0.3528608473770941,138,None,CBAM
185.28086056214318,0.8308895068994706,221.90105152401011,0.8496318186828353,139,None,CBAM
175.29869101609407,0.313189553148771,257.58123629372767,0.7733107082528223,140,None,CBAM
358.4529857322008,0.8103141051188384,25.1048130203327,0.7614781907263873,141,None,CBAM
205.66336471566348,0.7214674722956798,135.8643723917533,0.4646424159744208,142,None,CBAM
26.686486626434895,0.6833525220689691,193.0563929736099,0.815286183124324,143,None,CBAM
144.09529400410204,0.3083523657649427,57.34062372601257,0.6617200769675714,144,None,CBAM
126.04441888841632,0.3958406421702739,392.0094299044583,0.8970900311377698,145,None,CBAM
155.40119392200316,0.8671251905970525,94.31979244961293,0.9496265469291665,146,None,CBAM
24.798691382301747,0.12969408202484015,315.5430073798553,0.02033259671624291,147,None,CBAM
61.38089412490557,0.3709343326137614,369.2089115199192,0.5272712115134328,148,None,CBAM
148.6873978347362,0.5367827316880305,88.47101036728688,0.7152826123759031,149,None,CBAM
205.68709322792077,0.5851758277654077,277.73548383928136,0.13878714125356356,150,None,CBAM
358.67318118456234,0.3067083596633826,113.00188457527523,0.11820163711640432,151,None,CBAM
190.10594354490266,0.33658549283662437,127.24708280409027,0.6573022184491256,152,None,CBAM
399.80923539407905,0.9074899338724479,281.03693191900453,0.5061009382064697,153,None,CBAM
16.309605865343872,0.7093385074021094,25.728015099869612,0.22081610022067824,154,None,CBAM
128.1433374694698,0.5774392949807337,6.9589667114658225,0.09727131877377167,155,None,CBAM
325.94117249807204,0.41824132027144717,84.7437429749162,0.7580663892590606,156,None,CBAM
254.60649840348552,0.9598452480619305,253.8736457767905,0.08150561874332023,157,None,CBAM
258.25277889791874,0.022612313676613073,19.056317344687017,0.17300302791295474,158,None,CBAM
28.98875727971733,0.6252860483582009,304.9473798742993,0.37068077481890666,159,None,CBAM
286.6860399671207,0.9305943434920254,26.51256749147386,0.617236910296649,160,None,CBAM
332.6612422971539,0.746147013091489,303.16973376113884,0.37982014384833734,161,None,CBAM
153.07748221981387,0.5390395627950512,332.36225814137003,0.724308695500507,162,None,CBAM
378.3095645954764,0.5691249038295747,193.63677026045215,0.4365601189005812,163,None,CBAM
128.264957830159,0.08825103302824523,133.5571221819843,0.7508537655705096,164,None,CBAM
196.05744539031988,0.4745091556574179,381.6775160982125,0.784654702740001,165,None,CBAM
397.6400938223428,0.5817809848568896,12.715208938301725,0.2981248009639146,166,None,CBAM
265.2849462077405,0.980118044596831,204.38039705885106,0.16666783790555703,167,None,CBAM
291.1380341075007,0.2685521884020032,363.8856949419212,0.09746286554563155,168,None,CBAM
179.32908756361226,0.7882192940111419,110.05612442029297,0.2988902320139542,169,None,CBAM
10.531638044152754,0.2728629076700033,219.4847081652979,0.649614687665067,170,None,CBAM
77.44512969935798,0.6098672292557155,166.0901046261784,0.6275642758667106,171,None,CBAM
335.10188946891446,0.7470955570144665,399.18244642944455,0.8090257743435749,172,None,CBAM
388.56656297740346,0.6827095848718164,315.42659449705917,0.3596039899702537,173,None,CBAM
275.62225639762966,0.28102450821968206,279.68494714210505,0.25225458917868426,174,None,CBAM
378.7690083734404,0.7930152121049278,174.43639068723485,0.45236658297838744,175,None,CBAM
326.5791978227097,0.7339374156206632,124.42113364313838,0.45268563352201524,176,None,CBAM
156.10843699428312,0.015424070121842286,257.51937812669877,0.1726429423976474,177,None,CBAM
321.9424904654957,0.8450346589283896,101.09994005973817,0.91512178613419,178,None,CBAM
338.5485563040873,0.9647544314844775,395.92453537312707,0.6884797435842682,179,None,CBAM
338.43819833020194,0.6683827665717407,143.11285997119262,0.5297272505126759,180,None,CBAM
74.37807771450156,0.30991828256580395,84.33773030672641,0.4389680860014491,181,None,CBAM
303.74948233665356,0.8827885344303181,36.3505784757755,0.24187586827880514,182,None,CBAM
243.00138336490002,0.7114563729785193,204.90917135872908,0.4489644572190019,183,None,CBAM
291.1901854188554,0.3327927731011135,176.1797288054962,0.5060936467177112,184,None,CBAM
374.0555417520066,0.18547367073767046,367.5090935067753,0.14852681245972732,185,None,CBAM
93.3888140878648,0.7574123845552233,312.7165501166236,0.9404137621966289,186,None,CBAM
188.64735664795816,0.8863619922452578,206.83071106067464,0.6595765576168492,187,None,CBAM
24.345094499031244,0.7959305504475043,252.50438189881686,0.45457510006035196,188,None,CBAM
285.83271370403037,0.9716174653234868,293.6219312127011,0.48915021911045853,189,None,CBAM
332.263706223514,0.5762080390203118,5.388685196268157,0.6095138262351005,190,None,CBAM
303.225685352934,0.6767610184890918,78.48148544490512,0.1956373575271803,191,None,CBAM
150.6193182370201,0.2882924045851415,365.987160478367,0.4411076623016683,192,None,CBAM
50.95990854347433,0.3619690196891468,2.134792909963288,0.32788274022916575,193,None,CBAM
2.0735958302613446,0.03382695038552823,388.0609418287586,0.991742395581452,194,None,CBAM
36.78672478256691,0.15426274504820953,302.3959859879634,0.9850312860936732,195,None,CBAM
77.4340115814489,0.6893080786055832,335.1598320421894,0.24909294073085964,196,None,CBAM
46.9154420121819,0.7641024657145664,51.51408980188804,0.48840288379958996,197,None,CBAM
179.849284787085,0.409963810460509,37.31276981024511,0.6463676338790277,198,None,CBAM
200.38660595436357,0.8171110019080252,167.1956277218726,0.39631228411584296,199,None,CBAM
382.76098783006273,0.4747344984870583,26.279562506396765,0.7308362796727041,200,None,CBAM
238.42462159975622,0.4945926120165491,37.90903221281769,0.4972793291405725,201,None,CBAM
167.60409216368933,0.25143879860582163,204.6833846123096,0.3878779781562379,202,None,CBAM
127.49466002301276,0.48538691204673867,336.2405104854822,0.625333474238503,203,None,CBAM
80.36362549655202,0.43064038768741864,58.78077882713363,0.0139296428746737,204,None,CBAM
89.7988184299284,0.6478558801125293,39.71076332610796,0.2784265330321877,205,None,CBAM
107.44979369327481,0.2408775461892895,16.664568647683307,0.46295004618653873,206,None,CBAM
260.38189958765616,0.4195609994040344,398.6190234664005,0.577270150881652,207,None,CBAM
258.57975200338865,0.7289768544296866,263.6936317468834,0.1282302630231355,208,None,CBAM
189.09264606616156,0.39536795760950283,92.55978854741103,0.30620539574146544,209,None,CBAM
70.56521193453528,0.4002232193275251,42.78900873247836,0.18422997302963356,210,None,CBAM
307.2150457368151,0.741205347318089,306.7934046201169,0.7032516752012403,211,None,CBAM
262.0691862053747,0.08151165876964989,397.4012351883156,0.26395706393301815,212,None,CBAM
372.81269585593753,0.5179136699270571,193.8387204717771,0.06063736102027083,213,None,CBAM
384.0353947771842,0.48062368572259195,113.71659628319755,0.3578351987163395,214,None,CBAM
50.090423689849985,0.4879528040765047,230.68911790088785,0.8394202652306673,215,None,CBAM
233.69334094485842,0.13489469416040148,283.29972724063055,0.3778507207631854,216,None,CBAM
96.74614165338846,0.18880043045385264,90.80891116696822,0.035073294201750566,217,None,CBAM
325.63701728801647,0.965996316614131,83.60703997369475,0.7340559606683638,218,None,CBAM
288.3993531120015,0.4213320985632068,338.7108377425139,0.3675867409090701,219,None,CBAM
399.33866672079415,0.2975384454511062,22.049662742210156,0.501743204609766,220,None,CBAM
230.77036926593132,0.2513808702331603,326.7383123805736,0.7316255422234555,221,None,CBAM
356.38273356521773,0.4904563916018117,119.58705220533278,0.8481719447224313,222,None,CBAM
323.93750032007256,0.6290484724190656,221.2389288827515,0.7320865965985291,223,None,CBAM
365.7442971164706,0.6374077778693827,38.507688104621955,0.20489894516084298,224,None,CBAM
13.331404053344102,0.4580283767970597,164.14477025073987,0.5884560988656782,225,None,CBAM
128.3445731850742,0.24469549864205237,21.06023908625885,0.1753855044409796,226,None,CBAM
351.5062971675794,0.5867339900018506,20.003692145765594,0.46885482667459116,227,None,CBAM
250.87845246058498,0.0986326111048042,244.8878770271356,0.8996506632574777,228,None,CBAM
111.97953018867952,0.07004625885099111,87.99568612903964,0.9524391995638386,229,None,CBAM
23.240744107817637,0.5854984980742409,202.48445134995126,0.82814787802024,230,None,CBAM
229.50340790432483,0.2067924361878097,175.65048762257157,0.5505690707138284,231,None,CBAM
119.83427755697758,0.5719838366966403,312.27458874170384,0.04330067642361043,232,None,CBAM
129.1543475219513,0.2793679068435443,309.84376660413926,0.16311652289996223,233,None,CBAM
288.15836912346424,0.13000772833629445,16.273030575278444,0.9440859666819136,234,None,CBAM
43.37506452865348,0.9543094062006979,110.59501246767867,0.014991005165512989,235,None,CBAM
322.23400247472875,0.31710881450692674,390.7904182392199,0.9407588256945374,236,None,CBAM
233.28507679390432,0.2928626530669953,388.0346400187569,0.3877536904984606,237,None,CBAM
95.85581299116393,0.1341572298346806,285.40029188608185,0.7954439922504585,238,None,CBAM
155.6362556338582,0.8400250993327183,353.1918354887912,0.36921275089061145,239,None,CBAM
13.134828838052231,0.6020186521578741,348.2740215193879,0.8531981779762833,240,None,CBAM
154.05967844120693,0.8842507089540088,269.9371340952527,0.8199464408179528,241,None,CBAM
109.21235817262259,0.11476086353852528,136.10229721496484,0.6811883994079038,242,None,CBAM
64.80690410443293,0.7193254240045682,73.24302352217872,0.7384215871256368,243,None,CBAM
183.59310614559692,0.36287433889165177,73.7151558988273,0.4966952644948765,244,None,CBAM
379.48995751738954,0.5425066293895053,212.97117501820537,0.3356650922528896,245,None,CBAM
51.450570301189956,0.26085815681882657,308.798639641462,0.8162970848053389,246,None,CBAM
97.78749512311205,0.06347090783841854,91.67872485664775,0.41365533584986336,247,None,CBAM
239.37766140888056,0.21114285290846574,343.58943253946023,0.7011016487748527,248,None,CBAM
264.8452152010096,0.10767563930672278,185.83677058190068,0.6505696003129974,249,None,CBAM
218.26044912368886,0.503089312913192,267.52135073361376,0.8446362878909608,250,None,CBAM
96.88208201776241,0.2335846922452869,357.3592499033295,0.8286855546017764,251,None,CBAM
24.209059779035865,0.15574134029513365,340.38283972553967,0.6847580516544121,252,None,CBAM
303.0400134392503,0.829989533785605,248.46064203326836,0.9224609954773256,253,None,CBAM
337.93182433536344,0.22395927938607643,248.50456995381242,0.24803343831217048,254,None,CBAM
144.86909025469947,0.5792008863928383,217.24422129699752,0.9395820861275016,255,None,CBAM
182.1165411689875,0.10490306166584905,373.3691643022006,0.6539758912934224,256,None,CBAM
366.6277982843364,0.200867934987623,33.223274896151096,0.946615672911123,257,None,CBAM
4.997903571779785,0.2336350850958028,142.6578864678597,0.9549227394447402,258,None,CBAM
236.1813454005909,0.6415653036627719,303.5460529482859,0.5610196154949854,259,None,CBAM
274.7166466284717,0.38658296934931713,375.7323104243641,0.06898551006046236,260,None,CBAM
314.6154322997718,0.571625450075612,274.1316705682285,0.5919150025235979,261,None,CBAM
44.947542546997624,0.7041714804570972,323.0374745539278,0.4755007381902578,262,None,CBAM
89.15894088807673,0.22265717240267613,24.75865066111972,0.03535338579507842,263,None,CBAM
305.584895762231,0.48960908346413995,245.19261827732657,0.9166779258228445,264,None,CBAM
114.63901690398102,0.8167750670112488,348.090946018944,0.4781578487665877,265,None,CBAM
313.84258164922335,0.8112822443457124,37.82283162558756,0.01956494668450565,266,None,CBAM
49.789016603507655,0.46390195801857176,21.74187982099962,0.49193557807099614,267,None,CBAM
297.691182383808,0.3426684806965968,349.1095456377242,0.7200513569359939,268,None,CBAM
116.16396036258445,0.34551193154436793,109.16845092047858,0.3677232700691559,269,None,CBAM
265.0523056659124,0.6603525221084084,282.8455714594539,0.4149365471825279,270,None,CBAM
184.23305744622573,0.5646736574119625,236.48056604811867,0.14838993852011917,271,None,CBAM
119.96248337857867,0.7853695448815443,381.0514749560344,0.931773534521376,272,None,CBAM
35.49014645129653,0.13350238977596166,40.37770168455251,0.363314385895541,273,None,CBAM
192.1732936645479,0.48398913565299373,203.83326822834974,0.9234110075796568,274,None,CBAM
227.53179692398686,0.22995351499852015,173.00536794873182,0.6816062464769302,275,None,CBAM
129.917251071887,0.32525023249895846,388.4941247592529,0.5836578068475534,276,None,CBAM
30.48317471744354,0.4488453183381314,103.68426372321235,0.41633332997922146,277,None,CBAM
195.59197105648693,0.5063881833479362,200.36209385436155,0.5841638907313523,278,None,CBAM
347.12170400955165,0.36265052546745363,22.801264520507065,0.1949151078625047,279,None,CBAM
328.13703219318114,0.38205561781779424,216.57192247240084,0.07835677139227104,280,None,CBAM
157.774743378798,0.897184186809576,383.5608646241772,0.8222035265277214,281,None,CBAM
110.99839421064179,0.5004158823462022,299.0315591382693,0.6460325823300404,282,None,CBAM
207.2948570204313,0.8880695862275609,2.330486045703515,0.1635051161303287,283,None,CBAM
85.14929935187266,0.9254459579094815,312.7657458761198,0.4258093277877576,284,None,CBAM
321.8124903282626,0.029744516303846776,100.38179732257618,0.3084796881566501,285,None,CBAM
242.98494364227653,0.9435356131884041,41.21594597737683,0.7020849742461713,286,None,CBAM
166.9999208341199,0.029550127785222105,217.61981906440036,0.39543146979294774,287,None,CBAM
286.2693604329019,0.14762432577942428,121.38336493894843,0.09001173897169701,288,None,CBAM
293.7406713828636,0.5161381244328066,187.84063139335248,0.7543260566769806,289,None,CBAM
159.15327101937402,0.8064701404208305,38.71816278993998,0.5861679875324067,290,None,CBAM
228.85164580901684,0.5923706379722903,49.57092234641152,0.5611070816013809,291,None,CBAM
244.36635518817,0.7389695911656097,257.94836434291756,0.6360785837493151,292,None,CBAM
301.5900030040376,0.8857035350046091,186.49736615960438,0.46344375144351996,293,None,CBAM
389.2298444767323,0.6808338329207541,213.02538626005946,0.4442170038462179,294,None,CBAM
125.3505637867238,0.47503519812093437,166.83194899467733,0.7419391756086374,295,None,CBAM
159.78222989220424,0.5042308329622475,240.7316499219849,0.6995990625281162,296,None,CBAM
396.60965954760263,0.9068964523949216,274.18990524342,0.488194276449966,297,None,CBAM
30.440604199050664,0.8910419488833408,37.10355325205122,0.3023532061947575,298,None,CBAM
145.5937122019889,0.5852200925910431,162.18448901664712,0.9413158232135092,299,None,CBAM
292.07792577306157,0.6818616491052081,328.90776901227434,0.12545349335363584,300,None,CBAM
10.39997272777629,0.013132396157259465,269.1908243121592,0.376828498269311,301,None,CBAM
258.03571944181533,0.5464901167469209,371.74488413926554,0.19995551728374256,302,None,CBAM
333.3534928678135,0.7400577377686091,304.76791116344367,0.9736458947754324,303,None,CBAM
150.04098737620814,0.5663908781856394,278.7465451620597,0.19294218810726793,304,None,CBAM
252.18611012035558,0.4169231311612103,38.96079572031691,0.7919365282515856,305,None,CBAM
241.2939330427458,0.5647475318041395,104.05216041647157,0.39433703940510045,306,None,CBAM
195.05149448752996,0.3233828212374605,26.703879658136415,0.6584619622964051,307,None,CBAM
226.29016368526916,0.648693714132165,136.91231526229808,0.5181155733772412,308,None,CBAM
356.9869257270502,0.859627889550215,111.44601621891042,0.14400223780538304,309,None,CBAM
208.76346275188783,0.6121358523253054,38.411090795634536,0.28880220470923695,310,None,CBAM
206.78763149658303,0.08025185664541926,286.4744284115343,0.7596053308566197,311,None,CBAM
14.50125862599677,0.4226429825998394,201.14142654641657,0.763824618578018,312,None,CBAM
229.66008980251624,0.13161090627827904,306.2733155601801,0.7855786991083707,313,None,CBAM
53.0933414509959,0.6770783942830638,40.76660644043055,0.7090167321397591,314,None,CBAM
72.76346596899069,0.15773269869866183,190.0219247674801,0.6519061834486745,315,None,CBAM
117.43252613271468,0.5736737448955658,347.24695430190127,0.22092802801107028,316,None,CBAM
344.31325737929546,0.4825896489428968,244.68606652601005,0.24893955360488,317,None,CBAM
358.0235368803527,0.1336630005204729,322.61827016717024,0.008977148355532177,318,None,CBAM
155.31958560258272,0.19345201057805964,272.1059200482093,0.6042895356688849,319,None,CBAM
143.20473206451547,0.30122292266955,22.610427807361873,0.1270250526608443,320,None,CBAM
166.23192765609366,0.8578172675112278,43.58039114169888,0.43648352965306947,321,None,CBAM
83.36703503308134,0.5176892080766647,145.07656770606175,0.904254964502827,322,None,CBAM
324.78273960705934,0.8319645868821762,395.0660538264987,0.3752787868963588,323,None,CBAM
173.84667691909098,0.8268998182423477,43.0094036726255,0.03570197192146593,324,None,CBAM
202.9193926590762,0.7459669332121713,155.69105640549043,0.1945697974935508,325,None,CBAM
